@relation '20180909_h1_plr_distcalc-weka.filters.unsupervised.attribute.Remove-R17-89-weka.filters.unsupervised.attribute.Remove-R2,4-14-weka.filters.unsupervised.attribute.Remove-R1,3-233-weka.filters.unsupervised.attribute.Reorder-Rfirst-last-weka.filters.unsupervised.attribute.Reorder-R2-86,1'

@attribute r.oa_total_d_tourismus_stock numeric
@attribute r.oa_total_d_vergnuegung_stock numeric
@attribute r.oa_total_d_sport_und_erholung_stock numeric
@attribute r.oa_total_d_public_service_stock numeric
@attribute r.oa_total_d_buero_stock numeric
@attribute r.oa_total_d_mobilitaet_stock numeric
@attribute r.oa_total_d_sonstiges_stock numeric
@attribute r.oa_total_d_gastronomie_stock numeric
@attribute r.oa_total_d_religion_stock numeric
@attribute r.oa_total_d_oeffentlicher_raum_stock numeric
@attribute r.oa_total_d_dienstleistung_stock numeric
@attribute r.oa_total_d_waren_stock numeric
@attribute r.oa_total_d_leerstand_stock numeric
@attribute r.oa_gastro_c_fast_food_stock numeric
@attribute r.oa_gastro_c_restaurant_stock numeric
@attribute r.oa_gastro_c_cafe_stock numeric
@attribute r.oa_gastro_t_restaurant_italiener_stock numeric
@attribute r.oa_gastro_t_restaurant_deutsch_stock numeric
@attribute r.oa_gastro_t_restaurant_indisch_stock numeric
@attribute r.oa_gastro_t_restaurant_asiatisch_stock numeric
@attribute r.oa_gastro_t_restaurant_sushi_stock numeric
@attribute r.oa_gastro_t_restaurant_griechisch_stock numeric
@attribute r.oa_gastro_t_restaurant_steakhouse_stock numeric
@attribute r.oa_gastro_t_restaurant_international_stock numeric
@attribute r.oa_gastro_t_restaurant_tuerkisch_stock numeric
@attribute r.oa_gastro_t_restaurant_sonstiges_stock numeric
@attribute r.oa_gastro_t_eisdiele_stock numeric
@attribute r.oa_gastro_t_sonstige_cafes_stock numeric
@attribute r.oa_gastro_t_kaffee_stock numeric
@attribute r.oa_gastro_t_fastfood_kebap_stock numeric
@attribute r.oa_gastro_t_fastfood_burger_stock numeric
@attribute r.oa_gastro_t_fastfood_asiatisch_stock numeric
@attribute r.oa_gastro_t_fastfood_pizza_stock numeric
@attribute r.oa_gastro_t_fastfood_pommesbude_stock numeric
@attribute r.oa_gastro_t_fast_food_sonstiges_stock numeric
@attribute r.oa_dl_c_friseur_stock numeric
@attribute r.oa_dl_c_kosmetik_und_beauty_stock numeric
@attribute r.oa_dl_c_massage_stock numeric
@attribute r.oa_dl_c_reisen_stock numeric
@attribute r.oa_dl_c_waescherei_stock numeric
@attribute r.oa_dl_c_beerdigung_stock numeric
@attribute r.oa_pubserv_c_bildung_stock numeric
@attribute r.oa_pubserv_c_sicherheit_stock numeric
@attribute r.oa_pubserv_c_sonstiges_stock numeric
@attribute r.oa_pubserv_c_sozial_stock numeric
@attribute r.oa_pubserv_c_gesundheit_stock numeric
@attribute r.oa_pubserv_c_bank_stock numeric
@attribute r.oa_waren_c_essen_und_trinken_stock numeric
@attribute r.oa_waren_c_kleidung_stock numeric
@attribute r.oa_waren_c_sonstige_waren_stock numeric
@attribute r.oa_waren_c_werkstatt_stock numeric
@attribute r.oa_waren_c_medical_stock numeric
@attribute r.oa_waren_c_print_stock numeric
@attribute r.oa_waren_c_drogerie_stock numeric
@attribute r.oa_waren_c_technik_stock numeric
@attribute r.oa_waren_c_spielzeug_und_geschenke_stock numeric
@attribute r.oa_waren_c_kunst_stock numeric
@attribute r.oa_waren_c_handwerk_stock numeric
@attribute r.oa_waren_c_sonstiger_shop_stock numeric
@attribute r.oa_vergnuegung_t_kunstzentrum_stock numeric
@attribute r.oa_vergnuegung_t_gallerie_stock numeric
@attribute r.oa_vergnuegung_t_museum_stock numeric
@attribute r.oa_vergnuegung_t_zoo_stock numeric
@attribute r.oa_vergnuegung_t_spielothek_stock numeric
@attribute r.oa_vergnuegung_t_kino_stock numeric
@attribute r.oa_vergnuegung_t_biergarten_stock numeric
@attribute r.oa_vergnuegung_t_theater_stock numeric
@attribute r.oa_vergnuegung_t_nachtclub_stock numeric
@attribute r.oa_vergnuegung_t_bordell_stock numeric
@attribute r.oa_vergnuegung_t_bar_stock numeric
@attribute r.oa_vergnuegung_t_pub_stock numeric
@attribute r.oa_sport_t_schwimmen_stock numeric
@attribute r.oa_sport_t_basketball_stock numeric
@attribute r.oa_sport_t_fussball_stock numeric
@attribute r.oa_sport_t_sportzentrum_stock numeric
@attribute r.oa_sport_t_tischtennis_stock numeric
@attribute r.oa_sport_t_sauna_stock numeric
@attribute r.oa_sport_t_tennis_stock numeric
@attribute r.oa_sport_t_kampfsport_stock numeric
@attribute r.oa_sport_t_fitnesszentrum_stock numeric
@attribute r.oa_sport_t_spielplatz_stock numeric
@attribute r.oa_sport_t_wassersport_stock numeric
@attribute r.oa_sport_t_sonstige_sportarten_stock numeric
@attribute r.oa_sport_t_sonstiges_sport_stock numeric
@attribute r.oa_sport_t_sonstiges_erholung_stock numeric
@attribute r.status_klasse_prj_bi {hoch,niedrig}

@data
0.643861,0.545624,1.60237,0.572804,0.235271,0.925739,0,0.378165,0,2.10267,0.395615,0.386584,1.207394,1.449692,0.842872,0.701774,1.643077,0.194529,0.36247,0.066025,0,0,0.439734,0.403113,0,1.147795,0.131363,1.175622,0.701596,0.347271,2.420138,3.669854,0.865021,0,1.572776,1.449914,0.459678,0.118484,0.824431,0.318918,0.665132,1.182854,0.764957,0.251369,0.162802,0.998024,0.979993,1.469067,0.262065,1.250411,2.176434,0.087778,0.307887,1.465517,0.093314,0.276597,0,0,0.756475,2.952157,0,0,0,0,0,9.819437,0,1.588765,0.751175,0.506806,1.203038,0,0.464984,0,0.081522,1.166548,1.158012,0,0,0,1.620051,1.267167,0.595412,0,0.18454,hoch
0.516583,0.242565,2.403307,0.409661,0.057438,1.117523,0,0.174034,0,2.237484,0.288441,0.224152,0,2.127483,0.607181,0.245505,0.87187,0,0.931334,0.33929,0,1.575633,0,0.214546,0,0.772022,0.675052,0,0,0.813476,1.277037,12.56197,0,0,1.139255,1.539764,0.372758,0,0.496363,0,2.157449,0.569079,1.264754,0,0,2.134092,0.58609,1.653253,0.208392,0.976479,1.010186,0,0.641637,1.685843,0.761193,0,0.879555,1.264528,0.619554,0,0,0,0,0,0,6.691118,0,0.867847,0.59263,0,1.974405,0,0,0,0,0.92268,0,0,0.243206,0,2.039346,0.247527,0.106293,0,0.021397,niedrig
0.024912,0.473796,1.439807,0.864051,0.448813,1.42433,0,0.570075,0.168977,1.225434,0.800713,0.965491,0,1.367707,0.859067,0.830283,0.029844,0,2.699617,0.983484,0.167678,4.567217,0,0,0,1.214819,1.956742,0.270966,0,2.413249,0,2.650702,0,0,1.227087,0.934048,1.274973,0,1.697749,0.086634,7.379289,1.111373,5.960431,0,0,1.007783,0.91718,1.126416,0.466553,1.121856,1.029444,0,1.447563,2.091442,1.717285,0,2.029755,2.787506,0.884553,0,0,0,0,0.17481,0.35553,0,0.20281,0.179186,3.150851,0.042053,1.813849,0,0,0,0.095488,0.587876,0,0,3.944874,0,1.700518,0,0.071554,0,0.070243,hoch
0.619427,0.554872,0.196081,0.090374,0,2.51821,0,0.463231,0,1.474254,0.16717,0.280812,0,1.884106,0.760562,0,0.453401,6.395532,0,0,0,0,0,0,0,0.36707,0,0,0,0.960475,0,0,0,0,3.696915,0.440624,0,0,0,8.898652,0,0.413474,0,0,0,2.818029,0,1.526545,0,0.757778,0,0.894167,0,0,0,0,0,0,2.634628,0,0,3.093734,0,0,0,0,0,0,8.823467,0,0.600976,0,0,0,0,0,0,0,0,0,2.617287,0,0,0,0,hoch
0.304367,0.209991,0.511909,0.107546,0.004702,2.376908,0,0.24996,0.018883,1.864015,0.000619,0.105512,0,3.282689,0.116101,0,0.051967,1.050674,0,0.023496,0.085468,0.109115,0.081748,0,0,0.020476,0,0,0,4.646179,0,0.058343,0,0.134566,4.968385,0,0,8.403427,0,0,0,0.07996,0,0,0.048141,3.200201,0.050669,1.358754,0,3.556097,0.046098,0.1513,0,0.047318,0,0,0,0,0.621581,0,0,21.277209,0,0,0,0,0,0.042653,2.131078,0.021206,0.055739,0,0,0,0,0,0,0,0,0,2.617287,0,0,0,0,hoch
0.414755,0.353296,0.110795,0.490767,0.318734,0.807352,0,0.357051,1.280135,2.657936,0.003668,0.163149,0,1.475899,0.948663,0,1.443949,0,0,1.115144,4.05634,5.178637,3.879814,0,0,0.336477,0,0,0,0.008128,0,2.768968,0,6.386557,1.957848,0,8.150626,0,0,0,0,1.085432,0,0,0,1.396563,0.752761,1.504685,0.026539,0.97841,2.021118,6.633565,0,0,0,0,0,0,0,0,0,0.031692,0,0,0,0,0,0,0,0.854487,2.008918,0,0,0,0,0,0,0,0,0,2.617287,0,0,0,0,hoch
0.201274,2.016791,1.875717,1.110304,0.037512,1.055917,0,0.728875,6.428715,0.920946,0.819329,0.98839,0,1.601844,0.850548,0.238632,0.88805,0.391122,0.176476,0.064291,5.955176,1.531521,0,0,0,0.985458,0.656153,0,0,2.116761,0,0.159639,0,0,2.473437,1.229718,0.104142,0,0.138675,3.221084,0.602752,1.505627,8.271341,0,0,0.737229,0.476472,1.165226,0.304233,0.477943,2.753753,0,1.347358,0.170754,1.598408,0,4.189326,0.227584,1.258145,0,0,0,0,1.562401,3.177626,0.918186,1.812661,1.601511,2.470216,0.375856,0.914708,0,0,0,2.788582,0.032212,0,0,2.885329,0,0.722917,0,2.089627,0,2.051327,niedrig
1.415934,0.643729,1.680889,0.747476,1.621668,0.739157,0,0.699269,1.00202,1.506851,1.020235,0.66322,0,1.929764,0.672567,0.398659,1.0701,1.313152,0.577843,0.891388,0,0.488798,1.550661,0,0,0.403443,0.209417,0.736513,0,2.137182,1.879194,4.426739,0,0,1.865435,0.57345,3.731513,0.57349,0,0.190437,6.438788,0.807308,0,1.602964,0.778631,1.603003,0.376154,0.939199,0.876084,1.291701,0.778338,0.603298,0.135154,0.199847,2.197131,1.243864,1.569005,6.767229,0.854807,0,0,2.239312,0,1.886285,0,4.632901,0.418085,0,1.735349,1.18793,0.749165,0,2.89036,0,0.229088,0,0,0,1.835357,0.565221,1.531205,2.786098,0.726907,0,0.713584,niedrig
0.681213,0.722745,1.218767,0.668932,0.535234,1.162293,0,0.629731,0.330718,1.299797,0.990151,0.96292,0,1.740734,0.722718,0.618678,1.660684,0.481267,3.797213,0.326692,0,3.212066,0.568313,0,0,0.147861,1.376152,0.26993,0,0.783272,2.916315,1.622389,0,0,2.587019,0.691822,3.622466,0.195032,0,1.16122,2.1897,0.462252,0,0.591182,0.287163,1.64825,1.279638,0.741065,1.67587,1.129375,0.176936,2.459032,0.550886,0.814573,1.116547,1.197329,0.356675,1.538365,0.822827,0,0,0.658286,0,2.348006,0,1.361925,2.203679,0,3.280795,0.780662,0.727404,0,1.315686,0,1.86976,0,0,0,0.835451,4.613198,1.656289,1.268226,0.330887,0,0.324822,niedrig
0.340241,0.442783,0.943863,0.557409,0.625114,1.401029,0,0.435694,0.21316,1.504097,0.873813,0.782737,7.559384,1.361641,0.888455,0.67195,1.389635,0.662585,2.7536,0.466792,0.87993,2.513762,0.529432,0,0,0.696734,1.221653,0,1.147198,0.916352,1.32726,0.82348,0.605706,1.385417,1.871519,0.410889,4.614206,0.421019,0.271881,1.22228,1.181733,0.372122,0,0.810616,0.328261,1.851444,1.098592,0.839368,1.376473,1.664482,0.38115,1.883751,1.42181,0.840899,0.493797,0.731847,0.417955,0,0.57644,0,0,1.023506,0,1.206815,1.418464,0,1.400119,0,2.403045,0.571621,1.199852,0,0,0,0.939767,0,0,0,0.513788,3.658653,2.08182,0,0,0,0.39952,hoch
1.333604,0.203212,0.274992,0.692946,2.524902,1.895542,0,0.742074,0,1.139811,0.367987,0.484707,8.845284,1.316065,0.923038,0.59108,0.300079,0.455199,0.42409,0.662378,1.847417,0,0,0,0,1.658906,0.30739,0,2.415219,1.164478,0,2.522193,0.416122,2.908689,1.364212,0.496857,0.612658,1.169804,0.755423,4.348431,3.283457,0.379605,0,1.681567,0.308972,1.715235,1.063983,0.68346,0.539798,0.822127,0.587661,2.756411,5.516177,0.851897,0.341738,0.506483,0.789754,0,1.492256,0,0,2.609498,0,0,3.61647,0,0,0,1.373493,0.427763,1.50852,0,0,0,0,0,0,0,2.063473,5.381683,1.46429,0,0,0,1.60455,hoch
0.584073,0.664517,0.898205,1.135646,1.998813,1.210344,0,0.771114,0,0.980635,0.958475,0.893673,28.661518,1.106578,0.983934,0.803249,0.964365,1.54974,1.322436,0.672549,0.533095,0,0,0,0,1.283528,0.958531,0,2.291051,1.908318,0,0.72781,1.416703,0.839339,0.954859,0.632301,0.748772,1.455298,0.939786,2.357537,4.459757,0.236351,0,1.506645,0.835196,2.069756,0.745535,0.929866,0.322791,1.471056,1.032797,1.473648,3.653603,1.497184,0.600594,0.890129,1.387968,0,0.811836,0,0,2.585762,0,0,3.583574,0,0,0,1.361,0.462781,1.494799,0,0,0,0,0,0,0,2.04706,5.338879,1.447211,0,0.148847,0,1.591788,hoch
0.45551,0.609071,1.260169,0.880606,1.083566,0.989182,0,0.741774,1.176859,1.224713,0.982764,1.03672,4.856234,1.74591,0.692641,0.783549,0.381232,1.149287,0.815248,0.291843,0,0.91238,0,0,0,1.069661,0.781786,1.140121,0,0.35604,0,1.474931,1.585976,1.700946,2.822833,0.742308,2.310941,0.420845,1.456512,0.59175,3.121158,0.6689,1.452134,0.154432,0.909164,1.318901,1.23981,0.742371,1.155873,1.192992,1.585593,0.866414,0.6935,0.772309,2.763179,1.365085,0.709521,2.040142,0.728689,0,0,2.21341,0,2.280042,0,4.579314,0,1.168558,2.045586,1.36223,0.429009,3.611145,0,0,0.914637,0.676233,0,0,0,0,1.009044,6.991651,0.905482,0,0.672822,hoch
0.585197,0.636224,0.637463,1.194246,1.298844,1.489374,0,0.987335,0.538311,0.894877,0.799729,0.846173,6.453503,1.087926,1.024411,0.613428,0.871872,3.718298,0.232555,1.17723,0,0.787515,0,0,0,0.943537,0.843354,0.560464,0.308916,0.304688,0,0,3.17073,0,1.570024,0.871491,0.571674,0.392723,0.761238,0.552207,13.110645,0.371976,1.230185,1.736004,6.092247,1.101658,0.390139,1.234252,1.112746,1.619484,0.65102,0.268698,0.96332,0.356033,0.142822,0.211675,0.330062,0,0.541638,0,0,3.042527,0,0,0.842769,5.036557,0,0,1.601415,1.98375,0.468816,8.201528,0,0,0,0,0,0,0.649453,1.69382,0.721296,3.946736,5.604218,0,0.505013,niedrig
0.448227,0.076757,0.203764,0.258146,0.137992,1.066661,0,0.269939,0,2.509777,0.803893,0.212319,0,1.359959,1.002087,0,1.653758,0,3.505792,1.277177,0,5.931105,0,0,0,0.561141,0,0,0,4.593216,0,3.171305,0,0,0.027833,1.025894,2.513505,0,0.227428,0,4.519715,0.799546,0,0,0,1.854083,0.631156,1.518607,0.864361,0.621574,2.714644,0.041255,0,0,0,0.064999,0,0,0.597361,0,0,0,0,0,0,0,0,0,10.934577,0.063663,0.475191,0,0,0,8.851971,0,0,0,0,0,0.021868,0,8.084006,0,0,hoch
0.136961,0.63271,0.594187,0.739446,0.06296,2.118715,0,0.477271,0,1.41445,0.321684,0.397901,0,1.980733,0.716037,0,0.071568,0,0.151718,0.055271,0,1.530544,0,0,0,1.61162,0,0,0,0.527617,0.475215,0.818367,0.738819,0,3.687725,0.520682,3.035614,0,3.445713,0,0.864228,0.932011,0,0,0,1.48321,0.901858,0.679311,0.970111,0.215298,3.596052,4.819737,0,0.300944,0,7.593773,0,0.802205,0.266474,0,0,0,0,0,0,0,0,0,0.1015,1.770658,1.454907,0,0,0,0.23227,0,0,0,0,0,2.023971,0,3.190327,0,0,niedrig
0.281047,0.327013,0.459882,0.38831,0.086524,1.467415,0,0.38047,0,2.016007,0.924547,0.316477,0,1.043316,1.147995,0,0.735697,0,1.559601,0.56817,0,2.638535,0,0,0,1.993057,0,0,0,2.043356,0,1.4108,0,0,0.981075,0.559311,3.223825,0,2.592073,0,2.464122,1.199633,0,0,0,1.332785,0.640809,1.728555,0.627027,0.26147,1.969265,1.375055,0,0,0,2.166479,0,0,0.251284,0,0,0,0,0,0,0,0,0,1.609309,0.742403,1.783263,0,0,0,2.459253,0,0,0,0,0,0.481386,0,10.268713,0,0,hoch
0.619016,0.168784,0.628865,0.782085,0,1.207534,0,0.497367,1.53079,1.690316,0.638205,0.768768,0,1.514849,0.698036,1.385364,0.619776,2.820472,0,0,0,8.891157,3.330609,0,0,0,1.904628,0,3.490552,2.295188,0,0,0,0,2.231895,1.48718,1.358438,0,0,0,0,0.325795,5.341854,0,1.136879,1.884024,0.847285,1.134812,0.163313,0.948309,3.590355,0,2.262785,2.230596,0,0,0,0,0.911368,0,21.121605,0,0,0,0,0,10.31499,0,0,0,0,0,11.802477,0,0,2.928614,0,0,0,0,0.523457,0,0,0,0,hoch
2.246574,0.255234,3.043091,0.443499,0.576362,2.387882,0,0.537226,0,0.875057,0,0.322924,0,1.413859,0.6515,1.939509,0,3.94866,0,0,0,0,0,0,0,0.808771,5.332959,0,0,3.213263,0,0,0,0,1.562327,0,0,0,0,0,0,2.606358,0,0,0,0,0,1.634129,0,1.706956,0,0,0,0,0,0,0,0,1.640463,0,0,26.094984,0,0,0,0,0,0,0,0,0,29.551825,0,0,0,0,0,0,0,0,0,10.665689,1.855155,0,1.821152,hoch
1.615957,0,9.850004,0,0,2.727952,0,0.463711,0,0.397533,0,0,0,0,1.628751,0,0,19.743302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.220919,2.47354,0,2.428203,hoch
1.653248,0.482981,6.478272,0.372994,0,1.240402,0,0.609958,0,1.307271,0,0.285167,0,0.392739,1.266806,1.077505,0.964096,0,0,0,0,0,0,0,0,2.695904,2.962755,0,0,0,0,0,0,0,0.867959,0,0,0,0,0,0,0.651589,42.734834,0,0,0,1.129713,0,0,0,5.275624,0,0,5.735818,9.203676,0,0,0,2.343519,0,0,0,0,0,0,35.991858,0,0,0,1.425876,0,8.756096,0,0,0.733536,0,0,0,0,0,0.193873,13.694218,0,0,2.428203,hoch
3.411464,0.193789,3.032524,0.168366,0.218804,1.14647,0,0.285526,1.757573,1.853313,0.122126,0.171628,0,1.009899,1.163394,0,0,0,0,0,0,0,0,0,0,2.888469,0,0,0,0,0,0,0,0,2.231895,0,8.150626,0,0,0,0,0.868786,0,0,0,2.232917,0,1.556313,0,1.219254,2.637812,0,3.87906,0,0,0,0,0,0,0,0,0,0,0,0,26.993893,0,0,0,0,1.2571,11.257838,0,0,0,0,0,0,0,0,1.37096,6.771866,0,0,1.040659,hoch
1.428055,0.486725,5.077715,0.281914,0,1.473235,0,0.204895,0,1.668713,0,0.123162,0,3.534647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.811633,0,0,0,0,0,0,2.606358,0,0,0,0,0,2.723548,0,0,0,0,0,0,0,0,0,0,0,0,0,26.094984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.252479,0,0,3.121976,hoch
0.746194,0.806147,0.943411,0.908239,0.995386,0.921174,0,0.905902,1.449262,1.201422,1.003306,0.984418,3.014661,1.387122,0.802724,1.11248,0.322153,1.535473,0.4144,0.346622,0,1.609683,0,0,0,1.273635,1.379279,1.395064,0,0.180979,0,0.749724,1.340198,0.86461,2.42356,0.700406,1.810905,0.255904,3.190819,0.359826,1.436562,0.439757,3.033625,0,0.647902,1.101449,1.949031,0.586645,1.155512,2.119272,0.991579,0.56643,1.633432,1.840883,1.806465,0.892443,0.463859,1.339156,0.556429,0,0,3.603204,0,1.069387,0,7.454651,0,0.548078,2.30953,1.438567,0.324784,10.393134,0,0,0.75843,0.913482,0,0,0,0,0.634483,9.366784,0.56833,0,0.557914,hoch
1.344289,0.322337,1.082325,0.510476,0.264689,1.583602,0,0.454438,0.531537,1.589794,0.364269,0.506692,0,0.946308,1.015845,1.052964,0.235534,5.346673,0,0.363801,0,1.68946,0,0,0,1.09771,1.447638,1.202366,0,0,0,0,0.979854,0,1.879311,0.542839,0.826411,0,6.451558,0,0,0.259975,2.841769,0,2.714447,0.875611,2.06219,0.353237,0.762527,2.571423,0.540428,0,2.32963,2.857165,0,0,0,5.463342,1.657253,0,0,4.744543,0,0,0,9.815961,0,0,2.49726,1.555501,0.228564,4.769705,0,0,0,2.719219,0,0,0,0,0.47399,6.298444,0,0,0,hoch
0.958219,1.071213,0.96984,0.951224,1.19809,0.937948,0,1.138931,1.836043,1.065694,0.985083,0.870493,2.375297,1.090703,0.91691,1.245865,0.373017,2.018036,0.259706,0.48154,0,1.889123,0,0,0,1.39273,1.618722,1.500811,0,0.113421,0,0.469856,1.551798,0.541855,1.854068,0.858666,1.852318,0.20536,2.159499,0.288757,2.063577,0.559562,4.273814,0.172031,1.578077,1.016384,1.517917,0.685631,1.253803,2.033056,1.370715,0.504708,1.227455,0.856533,1.609621,0.795196,0.413313,1.188434,0.460014,0,0,4.000955,0,0.634093,0,8.277556,0,0.324983,2.35077,1.524509,0.282398,14.917075,0,0,0.581294,0.47439,0,0,0,0,0.696821,10.517484,0.779718,0,0.427609,niedrig
2.842887,0,1.155247,0.785706,0.875217,1.439752,0,0.734209,0,1.223886,0.732754,0.539403,0,1.178216,0.904862,1.077505,0,2.1937,0,1.489119,0,6.915345,0,0,0,0.898635,2.962755,0,0,1.785146,0,0,0,0,1.735918,1.784616,0,0,0,0,0,0.372337,0,0,0,2.392411,0.64555,0.990381,0,0.775889,3.357215,2.754702,0,10.950198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.551825,0,0,0,0,0,0,0,0,0.654322,7.11046,0,0,1.821152,hoch
2.521664,0,1.774185,0.307477,0,2.730138,0,0.445272,0,1.053994,0.001004,0.168921,0,0.002662,1.627524,0,0,19.728433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005883,0,0,0,10.853339,0,0,0,0,0,18.108178,0.005026,0.013562,0.00325,0.007016,0.030554,0,0,0.032402,0.047912,0,0,0,84.726998,1.640507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547433,0,0,0,0,1.161872,12.625967,0,0,0,hoch
0.885669,0.301863,0.14996,1.107327,0,1.605878,0,0.93188,1.825172,0.962297,0.380468,1.043915,6.2568,0.481997,1.25858,0.881595,0.394403,0.897423,0,1.21837,0,2.829005,0,1.790519,0,2.021928,0,2.013364,0,1.460574,0,0,0,3.488871,0,1.784616,0,0,0,0,0,0.548707,0,1.970938,3.829488,0.881415,0.951337,0.929992,0.716985,1.040827,0.900716,2.956265,1.986835,0.979286,0,1.164441,0,2.610414,1.000282,0,0,8.698328,0,0,12.0549,0,0,0,0,1.425876,0,0,0,0,0,0,0,0,0,0,2.617287,0,0,0,0,hoch
1.357047,0.231261,0.344659,0.669741,0.261114,1.9727,0,0.340738,4.194871,1.606603,0.145741,0.263335,0,1.009899,0.930715,1.385364,0,2.820472,0,0,0,0,0,0,0,1.733081,3.809256,0,0,0,6.530303,0,0,0,1.115948,1.784616,0,0,0,0,0,1.042543,8.546967,0,0,1.004813,0.903771,1.513082,0.653253,1.896618,0,0,0,0,0,0,0,0,0.911368,0,0,0,0,0,0,26.993893,0,0,0,0,1.2571,0,0,0,0,2.440512,0,0,0,0,1.308644,0,0,0,0,hoch
0.382941,0.595523,1.3619,0.813239,1.264801,0.95784,0,0.759828,1.261049,1.045771,1.233383,1.253148,7.014476,2.13723,0.545677,0.584959,0.334205,0.430475,1.149587,0.097404,0,0.452338,0,0,0,0.925732,0.387592,1.013992,0,0.502055,0,2.07981,1.390335,2.398515,3.446017,0.688946,2.458211,0.484361,1.513383,0.681059,2.719048,0.520258,0.798548,0,0.169951,1.366429,1.688866,0.663439,1.213112,1.162109,0.996053,1.035334,0.748152,0.999908,3.301899,1.631228,0.847852,2.437896,0.840758,0,0,1.149639,0,3.368276,0,2.378483,0,1.726295,1.905962,1.187192,0.53163,1.696911,0,0,1.222441,0.903806,0,0,0,0,0.727572,7.838586,0.916038,0,0.899248,hoch
1.006662,0.343101,1.022678,0.695543,2.324346,2.218635,0,0.577738,3.111769,0.681019,0.86489,0.737961,0,0.441831,1.425157,0,1.084608,2.467913,0,1.675258,0,7.779763,0,0,0,1.516446,0,0,0,2.008289,0,0,0,0,0,1.338462,0,0,2.713335,0,0,1.11701,0,2.674844,0,1.435447,0,0.801044,0.34584,2.008184,3.258473,5.347362,1.59726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.514201,0,0,0,0,1.220256,0,0,4.684053,0,1.308644,0,0,0,0,hoch
1.32241,1.280263,2.463524,0.853777,0,1.863755,0,0.150462,0.72229,1.242884,0.25486,0.344116,0,1.605888,0.522311,2.181854,0,4.442052,0,0,0,0,0,0,0,0.386963,0,2.467362,5.550491,3.649686,0,7.559585,0,0,0,1.068027,0,0,2.179007,2.37229,0,1.470206,2.30886,1.537147,0.422062,0.832392,0.373359,0.543514,0.323374,2.768518,1.081324,0.904571,0,0,0,2.850407,0,0,2.238723,0,0,0,0,6.584379,0,0,0.654165,0,4.650359,0.99544,0.067167,0,0,0,0,0,0,0,0,0,2.219962,0,0,0,1.105863,niedrig
2.199759,0.739549,1.852644,1.206561,0,1.640522,0,0.380804,0.121644,1.031542,0.735757,0.554231,0,2.280964,0.320964,1.528549,0,3.111984,0,0,0,0,0,0,0,0.159488,0,0,7.702642,5.183925,0,10.490744,0,0,0.057911,0.892308,0,0,2.650992,3.021886,0,1.360252,0,2.563195,0.311532,0.626961,0.927907,1.008579,0.478499,2.214071,0,1.972602,0,0,0,6.215897,0,0,0.76758,0,0,0,0,4.7126,0,0,3.977431,0,0.992016,1.803919,0.121288,0,0,0,0,0,0,0,0,0,2.471821,0,0.080065,0,0.365573,niedrig
1.116158,0.668854,2.09324,1.006695,0.262718,2.013843,0,0.310146,1.661681,0.983779,0.334115,0.601356,0,1.829956,0.675966,0.65225,0.685092,1.32792,0,0,0,0,0,0,0,1.087012,0,0,3.286807,4.158923,0,4.476522,0,0,0.971309,0.892308,0,0,2.028829,3.699237,0,1.085332,0,1.067656,2.072649,1.191028,0.386504,0.957813,0.612527,3.108791,0,0.631825,0,0,0,1.990954,0,0,0.962414,0,0,0,0,2.979082,0,0,1.528397,0,1.283524,0.833698,1.181752,0,0,7.350921,0.820268,0,0,0,0,0,1.910904,0,0.35332,0,1.189229,niedrig
4.425872,0.226583,2.173898,0.702147,0.216154,0.914102,0,0.50851,7.864209,1.125462,1.106531,0.71875,0,2.985412,0.205981,0.280456,0.373594,0.435332,0,0.092082,0,0,0,0,0,0.220347,0.366412,0,0.741758,6.98453,0,1.238894,0,0,2.911037,0.900743,0,0,0.226673,5.605396,0,0.723486,0,0.566399,1.811646,1.731694,0.409745,1.759188,0.191369,2.111184,0.107904,0.195602,0,0,0.622777,0.616364,0,0,0.243017,0,0,0,0,1.438923,0,0,1.669404,0,0,0.692302,1.700391,0,0,5.318698,0.593498,0,0,0,0,1.839657,1.469833,0,3.96647,0,0.535953,niedrig
