@relation '20180909_h3a_bzr-weka.filters.unsupervised.attribute.Remove-R1,3,7-21,24-89-weka.filters.unsupervised.attribute.Remove-R1,3-6,236-464-weka.filters.unsupervised.attribute.Reorder-R2-230,1'

@attribute r.prev_d_tourismus_new numeric
@attribute r.prev_d_vergnuegung_new numeric
@attribute r.prev_d_sport_und_erholung_new numeric
@attribute r.prev_d_public_service_new numeric
@attribute r.prev_d_buero_new numeric
@attribute r.prev_d_mobilitaet_new numeric
@attribute r.prev_d_sonstiges_new numeric
@attribute r.prev_d_gastronomie_new numeric
@attribute r.prev_d_religion_new numeric
@attribute r.prev_d_oeffentlicher_raum_new numeric
@attribute r.prev_d_dienstleistung_new numeric
@attribute r.prev_d_waren_new numeric
@attribute r.prev_d_leerstand_new numeric
@attribute r.prev_c_uebernachtung_new numeric
@attribute r.prev_c_sehenswuerdigkeit_new numeric
@attribute r.prev_c_kultur_new numeric
@attribute r.prev_c_info_new numeric
@attribute r.prev_c_sport_new numeric
@attribute r.prev_c_erholung_new numeric
@attribute r.prev_c_zwielicht_new numeric
@attribute r.prev_c_bildung_new numeric
@attribute r.prev_c_buero_new numeric
@attribute r.prev_c_individual_new numeric
@attribute r.prev_c_hipster_new numeric
@attribute r.prev_c_sicherheit_new numeric
@attribute r.prev_c_sonstiges_new numeric
@attribute r.prev_c_ausgehen_new numeric
@attribute r.prev_c_gaststaetten_new numeric
@attribute r.prev_c_sozial_new numeric
@attribute r.prev_c_cafe_new numeric
@attribute r.prev_c_religioese_gebaeude_new numeric
@attribute r.prev_c_post_new numeric
@attribute r.prev_c_gesundheit_new numeric
@attribute r.prev_c_wc_new numeric
@attribute r.prev_c_bank_new numeric
@attribute r.prev_c_telefon_new numeric
@attribute r.prev_c_recycling_new numeric
@attribute r.prev_c_parkbank_new numeric
@attribute r.prev_c_briefe_und_pakete_new numeric
@attribute r.prev_c_friedhof_new numeric
@attribute r.prev_c_automaten_new numeric
@attribute r.prev_c_oepnv_new numeric
@attribute r.prev_c_restaurant_new numeric
@attribute r.prev_c_fast_food_new numeric
@attribute r.prev_c_friseur_new numeric
@attribute r.prev_c_essen_und_trinken_new numeric
@attribute r.prev_c_kleidung_new numeric
@attribute r.prev_c_sonstige_waren_new numeric
@attribute r.prev_c_werkstatt_new numeric
@attribute r.prev_c_kosmetik_und_beauty_new numeric
@attribute r.prev_c_medical_new numeric
@attribute r.prev_c_print_new numeric
@attribute r.prev_c_massage_new numeric
@attribute r.prev_c_drogerie_new numeric
@attribute r.prev_c_reisen_new numeric
@attribute r.prev_c_technik_new numeric
@attribute r.prev_c_spielzeug_und_geschenke_new numeric
@attribute r.prev_c_waescherei_new numeric
@attribute r.prev_c_kunst_new numeric
@attribute r.prev_c_beerdigung_new numeric
@attribute r.prev_c_handwerk_new numeric
@attribute r.prev_c_leerstand_new numeric
@attribute r.prev_c_sonstiger_shop_new numeric
@attribute r.prev_c_sonstiges_gebaeude_new numeric
@attribute r.prev_c_sonstiges_gelaende_new numeric
@attribute r.prev_c_sonstiges_tourismus_new numeric
@attribute r.prev_t_hostel_new numeric
@attribute r.prev_t_hotel_new numeric
@attribute r.prev_t_sonstige_new numeric
@attribute r.prev_t_kunstwerk_new numeric
@attribute r.prev_t_kunstzentrum_new numeric
@attribute r.prev_t_gallerie_new numeric
@attribute r.prev_t_info_new numeric
@attribute r.prev_t_museum_new numeric
@attribute r.prev_t_aussichtspunkt_new numeric
@attribute r.prev_t_zoo_new numeric
@attribute r.prev_t_schwimmen_new numeric
@attribute r.prev_t_basketball_new numeric
@attribute r.prev_t_fussball_new numeric
@attribute r.prev_t_sportzentrum_new numeric
@attribute r.prev_t_tischtennis_new numeric
@attribute r.prev_t_sauna_new numeric
@attribute r.prev_t_tennis_new numeric
@attribute r.prev_t_kampfsport_new numeric
@attribute r.prev_t_fitnesszentrum_new numeric
@attribute r.prev_t_spielplatz_new numeric
@attribute r.prev_t_wassersport_new numeric
@attribute r.prev_t_spielothek_new numeric
@attribute r.prev_t_sonstige_sportarten_new numeric
@attribute r.prev_t_kindergarten_new numeric
@attribute r.prev_t_buero_new numeric
@attribute r.prev_t_tankstelle_new numeric
@attribute r.prev_t_coworking_space_new numeric
@attribute r.prev_t_universitaet_new numeric
@attribute r.prev_t_poilzei_new numeric
@attribute r.prev_t_feuerwehr_new numeric
@attribute r.prev_t_kita_new numeric
@attribute r.prev_t_hoehere_schule_new numeric
@attribute r.prev_t_wochenmarkt_new numeric
@attribute r.prev_t_kino_new numeric
@attribute r.prev_t_biergarten_new numeric
@attribute r.prev_t_autovermietung_new numeric
@attribute r.prev_t_buecherei_new numeric
@attribute r.prev_t_nachbarschaftszentrum_new numeric
@attribute r.prev_t_theater_new numeric
@attribute r.prev_t_eisdiele_new numeric
@attribute r.prev_t_nachtclub_new numeric
@attribute r.prev_t_kirche_new numeric
@attribute r.prev_t_moschee_new numeric
@attribute r.prev_t_sonstige_tempel_new numeric
@attribute r.prev_t_schule_new numeric
@attribute r.prev_t_bordell_new numeric
@attribute r.prev_t_post_filiale_new numeric
@attribute r.prev_t_sozialeinrichtung_new numeric
@attribute r.prev_t_ladestation_new numeric
@attribute r.prev_t_zahnarzt_new numeric
@attribute r.prev_t_fahrradverleih_new numeric
@attribute r.prev_t_fahrschule_new numeric
@attribute r.prev_t_tierarzt_new numeric
@attribute r.prev_t_botschaft_new numeric
@attribute r.prev_t_taxistand_new numeric
@attribute r.prev_t_wc_new numeric
@attribute r.prev_t_bankfiliale_new numeric
@attribute r.prev_t_arzt_new numeric
@attribute r.prev_t_parkplatz_new numeric
@attribute r.prev_t_bar_new numeric
@attribute r.prev_t_apotheke_new numeric
@attribute r.prev_t_pub_new numeric
@attribute r.prev_t_telefon_new numeric
@attribute r.prev_t_kaffee_new numeric
@attribute r.prev_t_sonstige_cafes_new numeric
@attribute r.prev_t_fahrrad_parkplatz_new numeric
@attribute r.prev_t_muelleimer_new numeric
@attribute r.prev_t_parkbank_new numeric
@attribute r.prev_t_krankenhaus_new numeric
@attribute r.prev_t_klinik_new numeric
@attribute r.prev_t_geldautomat_new numeric
@attribute r.prev_t_briefkasten_new numeric
@attribute r.prev_t_friedhof_new numeric
@attribute r.prev_t_musikschule_new numeric
@attribute r.prev_t_paketautomat_new numeric
@attribute r.prev_t_sonstige_automaten_new numeric
@attribute r.prev_t_fahrscheinautomat_new numeric
@attribute r.prev_t_parkticketautomat_new numeric
@attribute r.prev_t_kotbeutelautomat_new numeric
@attribute r.prev_t_zigarettenautomat_new numeric
@attribute r.prev_t_suessigkeitenautomat_new numeric
@attribute r.prev_t_briefmarkenautomat_new numeric
@attribute r.prev_t_kondomautomat_new numeric
@attribute r.prev_t_getraenke_und_suessigkeitenautomat_new numeric
@attribute r.prev_t_getraenkeautomat_new numeric
@attribute r.prev_t_grillplatz_new numeric
@attribute r.prev_t_glascontainer_new numeric
@attribute r.prev_t_glas__und_kleidungscontainer_new numeric
@attribute r.prev_t_kleidungscontainer_new numeric
@attribute r.prev_t_sonstige_container_new numeric
@attribute r.prev_t_restaurant_italiener_new numeric
@attribute r.prev_t_restaurant_deutsch_new numeric
@attribute r.prev_t_restaurant_indisch_new numeric
@attribute r.prev_t_restaurant_asiatisch_new numeric
@attribute r.prev_t_restaurant_sushi_new numeric
@attribute r.prev_t_restaurant_griechisch_new numeric
@attribute r.prev_t_restaurant_steakhouse_new numeric
@attribute r.prev_t_restaurant_international_new numeric
@attribute r.prev_t_restaurant_tuerkisch_new numeric
@attribute r.prev_t_fastfood_kebap_new numeric
@attribute r.prev_t_fastfood_burger_new numeric
@attribute r.prev_t_fastfood_asiatisch_new numeric
@attribute r.prev_t_fastfood_pizza_new numeric
@attribute r.prev_t_fastfood_pommesbude_new numeric
@attribute r.prev_t_fast_food_sonstiges_new numeric
@attribute r.prev_t_restaurant_sonstiges_new numeric
@attribute r.prev_t_friseur_new numeric
@attribute r.prev_t_baeckerei_new numeric
@attribute r.prev_t_kleidung_new numeric
@attribute r.prev_t_supermarkt_new numeric
@attribute r.prev_t_kiosk_new numeric
@attribute r.prev_t_florist_new numeric
@attribute r.prev_t_fahrrad_new numeric
@attribute r.prev_t_kosmetik_und_beauty_new numeric
@attribute r.prev_t_optiker_new numeric
@attribute r.prev_t_schuhe_new numeric
@attribute r.prev_t_buecher_new numeric
@attribute r.prev_t_massage_new numeric
@attribute r.prev_t_schmuck_new numeric
@attribute r.prev_t_autoreperatur_new numeric
@attribute r.prev_t_drogerie_new numeric
@attribute r.prev_t_reisen_new numeric
@attribute r.prev_t_mobilfunk_new numeric
@attribute r.prev_t_moebel_new numeric
@attribute r.prev_t_getraenke_new numeric
@attribute r.prev_t_feinkost_new numeric
@attribute r.prev_t_elektronik_new numeric
@attribute r.prev_t_boutique_new numeric
@attribute r.prev_t_autohaus_new numeric
@attribute r.prev_t_spirituosen_new numeric
@attribute r.prev_t_geschenke_new numeric
@attribute r.prev_t_postenmarkt_new numeric
@attribute r.prev_t_schlachter_new numeric
@attribute r.prev_t_waescherei_new numeric
@attribute r.prev_t_computer_new numeric
@attribute r.prev_t_spielzeug_new numeric
@attribute r.prev_t_copyshop_new numeric
@attribute r.prev_t_schneider_new numeric
@attribute r.prev_t_foto_new numeric
@attribute r.prev_t_kunst_new numeric
@attribute r.prev_t_suessigkeiten_new numeric
@attribute r.prev_t_dekoration_new numeric
@attribute r.prev_t_reinigung_new numeric
@attribute r.prev_t_beerdigung_new numeric
@attribute r.prev_t_sport_new numeric
@attribute r.prev_t_zoofachgeschaeft_new numeric
@attribute r.prev_t_textilgeschaeft_new numeric
@attribute r.prev_t_hoergeraete_new numeric
@attribute r.prev_t_baumarkt_new numeric
@attribute r.prev_t_leerstand_new numeric
@attribute r.prev_t_medical_new numeric
@attribute r.prev_t_second_hand_new numeric
@attribute r.prev_t_zeitung_new numeric
@attribute r.prev_t_eisenwarenhandlung_new numeric
@attribute r.prev_t_sonstiger_shop_new numeric
@attribute r.prev_t_baudenkmal_new numeric
@attribute r.prev_t_haltestelle_new numeric
@attribute r.prev_t_sonstiges_gebaeude_new numeric
@attribute r.prev_t_sonstiges_gelaende_new numeric
@attribute r.prev_t_sonstiges_denkmal_new numeric
@attribute r.prev_t_sonstiges_tourismus_new numeric
@attribute r.prev_t_sonstiges_sport_new numeric
@attribute r.prev_t_sonstiges_erholung_new numeric
@attribute r.dynamik_klasse_prj_bi {positiv,negativ}

@data
0.257884,0.036841,0.110522,0.331565,0,0.331565,0,0.368406,0.073681,3.131447,0.036841,0.368406,0,0.073681,0.110522,0,0.073681,0.036841,0.073681,0,0.036841,0,0.331565,0,0,0,0,0.036841,0,0.036841,0,0,0.110522,0,0.184203,0.073681,0.810492,2.02623,0.036841,0.073681,0.036841,0,0.221043,0.110522,0,0.257884,0.036841,0,0,0,0,0,0,0,0,0,0,0.036841,0,0,0,0,0.073681,0.147362,0,0,0,0.036841,0.036841,0.073681,0,0,0.073681,0,0,0,0,0,0,0.036841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036841,0,0,0,0.036841,0,0,0,0,0.036841,0,0,0,0,0.036841,0,0,0,0,0.147362,0,0.110522,0.036841,0.073681,0,0.036841,0.036841,0.073681,0,0,0.073681,0.810492,2.02623,0,0,0.073681,0.036841,0.073681,0,0,0.036841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073681,0,0.036841,0,0.036841,0,0,0,0,0.036841,0,0.073681,0,0,0,0.073681,0,0.073681,0.036841,0.073681,0.073681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036841,0,0,0,0,0,0,0,0,0.036841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073681,0,0,0.147362,0,0.036841,0,0,0.073681,negativ
0.08409,0.126135,0.08409,0.126135,0.042045,0.08409,0,0.588631,0,0.336361,0.126135,0.378406,0,0,0.08409,0,0,0.08409,0,0,0,0.042045,0,0,0,0.08409,0,0.126135,0.08409,0.210225,0,0,0,0,0,0.042045,0,0.08409,0.042045,0,0,0.08409,0.294316,0.08409,0,0.25227,0.042045,0,0.042045,0.08409,0,0,0.042045,0,0,0,0,0,0,0,0,0,0.042045,0.126135,0,0,0,0,0,0.08409,0,0,0,0,0,0,0,0,0,0,0.08409,0,0,0,0,0,0,0,0,0,0.042045,0,0,0,0,0,0,0,0.042045,0,0,0,0,0.08409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042045,0,0.08409,0.042045,0.042045,0.16818,0,0,0.08409,0,0,0,0.042045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042045,0,0,0,0,0.042045,0,0.042045,0.042045,0,0,0,0,0.042045,0,0.042045,0,0,0,0.042045,0.126135,0,0.08409,0.042045,0.08409,0.042045,0,0.042045,0.08409,0,0,0,0.042045,0,0,0,0,0,0,0,0.042045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042045,0,0.08409,0.126135,0,0,0,0,0,negativ
0,0.134138,0.268276,0.134138,0,0.067069,0,0.134138,0,0.201207,0.268276,0.469484,0,0,0,0,0,0.134138,0.134138,0.067069,0,0,0,0,0,0,0,0.067069,0,0,0,0,0,0,0.134138,0,0,0,0.201207,0,0,0.067069,0.067069,0.067069,0.134138,0.067069,0,0,0.067069,0,0,0,0.134138,0,0,0,0,0,0,0,0,0,0.335345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067069,0,0,0,0,0,0,0,0,0,0,0.134138,0.201207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067069,0,0,0,0,0,0,0,0,0.067069,0,0,0,0,0,0,0.134138,0,0,0.067069,0,0,0,0,0,0,0,0.134138,0,0.067069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335345,0,0.067069,0,0,0,0,0,0.134138,negativ
0.22906,0.190883,0.076353,0.22906,0.381767,0.496297,0,0.305413,0,0.725357,0,0.534474,0,0.152707,0.038177,0.11453,0.038177,0.038177,0.038177,0,0.038177,0.381767,0.496297,0,0,0,0.038177,0.038177,0,0.076353,0,0,0.152707,0.038177,0.038177,0,0.34359,0.190883,0.076353,0,0.038177,0,0.152707,0.076353,0,0.11453,0.152707,0.038177,0.038177,0,0.038177,0.038177,0,0,0,0,0.038177,0,0,0,0.038177,0,0.038177,0.038177,0,0,0,0.152707,0,0.038177,0,0,0.038177,0.038177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038177,0.038177,0.381767,0.038177,0,0,0,0,0,0,0,0,0,0.038177,0,0,0.076353,0,0.038177,0,0,0,0,0,0,0,0.11453,0.038177,0,0,0,0,0.11453,0.038177,0,0.076353,0.038177,0,0.038177,0.038177,0,0.038177,0.038177,0.152707,0.038177,0.190883,0,0,0.038177,0.076353,0,0,0,0.038177,0,0,0,0,0,0,0,0,0,0,0.152707,0.152707,0,0,0.038177,0,0,0,0,0,0.038177,0,0,0,0,0.038177,0,0,0.038177,0.076353,0,0,0.152707,0.038177,0.038177,0,0,0,0,0,0.038177,0,0,0,0,0,0,0,0,0,0,0,0.038177,0.038177,0.038177,0,0,0,0.038177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038177,0,0,0.038177,0.038177,0,0,0.038177,0,0,0,0,0.038177,positiv
0.042512,0.212558,0.170046,0.25507,0.212558,0.297581,0.042512,1.147813,0,0.722697,0.170046,0.935255,0,0,0.042512,0,0,0.127535,0.042512,0,0,0.212558,0.042512,0,0,0.042512,0,0.212558,0.085023,0.212558,0,0,0.127535,0,0.042512,0,0.085023,0.297581,0,0,0,0.25507,0.680185,0.25507,0.085023,0.552651,0.042512,0.042512,0.042512,0,0.042512,0.042512,0.085023,0.042512,0,0,0.042512,0,0,0,0,0,0.085023,0.340093,0,0,0,0,0,0.042512,0,0,0,0,0,0,0,0.042512,0,0,0.085023,0,0,0,0,0.042512,0,0,0,0,0.212558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042512,0,0,0,0,0,0,0,0.085023,0,0,0,0,0,0.042512,0,0,0,0.085023,0,0.085023,0.042512,0.127535,0,0,0.170046,0.042512,0.085023,0.297581,0,0,0.042512,0,0,0,0,0,0.127535,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297581,0.042512,0,0.042512,0,0,0,0.085023,0,0.085023,0.042512,0,0,0.085023,0.042512,0.212558,0.085023,0.127535,0.042512,0.042512,0.170046,0.042512,0.042512,0,0,0,0.042512,0.085023,0,0,0.042512,0,0,0,0.042512,0.127535,0,0,0,0.042512,0,0,0,0,0,0.042512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042512,0,0,0,0.085023,0,0.127535,0.340093,0,0,0,0,0,negativ
0.330703,0.472434,0,0.472434,0.28346,0.14173,0,2.031464,0,0.472434,0.28346,2.645628,0,0.28346,0.047243,0.047243,0,0,0,0.047243,0.094487,0.28346,0.14173,0,0,0,0,0.377947,0,0.14173,0,0,0.330703,0,0.047243,0,0,0,0,0,0,0,1.370057,0.519677,0.188973,0.755894,0.377947,0.377947,0.047243,0.047243,0.188973,0.047243,0,0.047243,0.047243,0.094487,0.377947,0,0.047243,0,0.047243,0,0.236217,0.472434,0,0,0,0.28346,0,0.047243,0.047243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094487,0.28346,0.094487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047243,0,0,0,0,0,0.047243,0,0,0,0.094487,0,0,0,0,0,0,0,0.094487,0.047243,0.14173,0.094487,0.236217,0,0,0.094487,0,0,0,0,0.047243,0.047243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236217,0,0,0.188973,0.094487,0.094487,0,0,0.094487,0.094487,0.047243,0.094487,0.14173,0,0.14173,0.661407,0.188973,0.188973,0.330703,0.047243,0.14173,0.047243,0.047243,0.047243,0.14173,0.047243,0.047243,0,0.094487,0,0.047243,0.047243,0.094487,0.14173,0,0.188973,0,0,0,0.094487,0.188973,0,0,0,0,0.188973,0,0,0.047243,0,0.094487,0.094487,0,0,0,0,0,0.047243,0,0,0,0,0,0.047243,0.236217,0,0,0.472434,0,0,0,0,0,positiv
0.679625,1.019437,0.339812,0.747587,0.611662,1.35925,0,3.534049,0,1.35925,0.951475,6.456436,0,0.611662,0.067962,0.135925,0,0.135925,0.203887,0.135925,0.203887,0.611662,0.475737,0,0,0,0.27185,0.475737,0,0.611662,0,0.067962,0.203887,0,0.339812,0.067962,0,0,0,0,0,0.883512,2.310724,0.611662,0.475737,0.747587,3.330162,0.475737,0.135925,0.407775,0.27185,0.203887,0,0.135925,0.067962,0.203887,0.203887,0,0.067962,0,0,0,0.679625,1.223325,0,0,0,0.5437,0.067962,0,0,0.135925,0,0,0.067962,0,0,0,0,0.067962,0,0,0,0,0.067962,0.067962,0,0.067962,0,0.135925,0.611662,0,0,0,0,0,0,0,0,0.067962,0.067962,0,0.067962,0,0,0.203887,0.203887,0,0,0,0,0.067962,0.067962,0,0,0.067962,0.067962,0,0,0,0,0,0.203887,0.135925,0.067962,0.339812,0,0.067962,0.067962,0.203887,0.203887,0.27185,0,0,0,0,0.135925,0,0,0,0,0,0,0.067962,0,0,0,0,0,0,0,0,0,0,0,0,0.5437,0.203887,0.135925,0.339812,0.067962,0.067962,0.067962,0.135925,0.067962,0.067962,0.27185,0,0.135925,0,0.135925,0.679625,0.475737,0.067962,1.834987,0.27185,0.203887,0,0,0.407775,0.203887,0.747587,0.135925,0,0.203887,0,0.135925,0.067962,0.135925,0.135925,0.067962,0.135925,0.067962,0.611662,0.135925,0,0.203887,0,0,0,0,0,0.067962,0,0,0.067962,0,0.135925,0,0,0.067962,0,0,0,0,0,0.067962,0.067962,0,0,0.679625,0,0.883512,1.223325,0,0,0,0,0.135925,negativ
0.136631,0.204946,0.204946,0.136631,0.136631,0.136631,0,0.819784,0,1.366307,0.341577,0.888099,0,0,0.068315,0,0.068315,0.068315,0.136631,0.068315,0,0.136631,0,0,0,0,0,0.136631,0,0.204946,0,0,0.068315,0,0.068315,0.068315,0.478207,0.819784,0,0,0,0.136631,0.614838,0,0.136631,0.546523,0.068315,0.204946,0,0.068315,0,0,0,0,0.068315,0,0,0.068315,0,0,0,0,0.068315,0,0,0,0,0,0,0.068315,0,0,0.068315,0,0,0,0,0,0,0,0,0,0,0.068315,0,0,0,0,0,0,0.136631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068315,0,0,0,0,0,0.068315,0,0,0,0,0,0,0,0,0,0,0,0.068315,0,0,0,0.136631,0.068315,0,0.136631,0,0.478207,0.819784,0,0,0.068315,0,0,0,0,0,0.068315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204946,0.068315,0,0.204946,0,0,0,0,0,0,0,0,0,0,0,0.136631,0.136631,0.204946,0,0.068315,0,0.136631,0,0.068315,0,0,0,0,0,0,0,0.068315,0,0.068315,0.068315,0.136631,0,0,0,0,0,0,0.068315,0,0,0,0,0.068315,0,0,0,0,0.068315,0,0,0,0,0,0,0,0,0,0,0,0.068315,0,0.068315,0,0,0,0,0,0.136631,negativ
0.216169,0,0.216169,0.108085,0.108085,0.108085,0,0.162127,0,0.378297,0,0.108085,0,0,0.108085,0,0.108085,0.054042,0.162127,0,0,0.108085,0,0,0,0,0,0,0.054042,0,0,0,0,0.054042,0.054042,0,0.054042,0,0.054042,0,0,0.108085,0.162127,0,0,0.108085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108085,0.108085,0,0,0,0,0,0,0,0.108085,0,0.054042,0,0,0.054042,0,0,0,0,0,0,0,0.108085,0,0,0,0,0.108085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054042,0,0,0,0,0,0,0,0.054042,0.054042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054042,0,0,0,0,0.108085,0,0,0,0,0,0,0,0,0,0,0,0,0.054042,0,0.054042,0,0,0,0,0,0.054042,0,0,0,0,0,0,0,0.054042,0,0,0,0.108085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108085,0.108085,0.054042,0,0,0.054042,negativ
0,0.069999,0.209996,0.279994,0.139997,0,0,0.349993,0,0.909982,0.139997,0.349993,0,0,0,0.069999,0,0,0.209996,0,0.069999,0.139997,0,0,0,0,0,0,0.139997,0,0,0,0.069999,0,0,0,0,0.629987,0.069999,0,0,0,0.279994,0.069999,0.139997,0.209996,0,0.069999,0,0,0,0.069999,0,0,0,0,0,0,0,0,0,0,0,0.139997,0.069999,0,0,0,0,0,0,0,0,0.069999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069999,0.139997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139997,0,0,0,0,0,0,0,0,0,0,0,0,0.069999,0,0,0,0,0,0,0.629987,0,0,0,0.069999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069999,0,0,0,0,0.069999,0,0,0,0,0,0.069999,0.139997,0.139997,0,0,0.139997,0.069999,0,0,0,0,0,0.069999,0,0.069999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139997,0.069999,0,0,0,0.209996,negativ
0.110047,0,0,0.055024,0.110047,0.440189,0,0.055024,0,0.385166,0.055024,0.385166,0,0,0.110047,0,0,0,0,0,0,0.110047,0.385166,0,0,0,0,0,0,0,0,0,0.055024,0.055024,0,0,0,0.330142,0,0,0,0.055024,0,0.055024,0,0.275118,0,0,0,0,0.110047,0,0,0,0.055024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055024,0,0,0,0,0,0,0,0,0,0.385166,0,0.330142,0.055024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055024,0,0,0,0,0.110047,0,0.055024,0,0,0,0,0.110047,0,0,0,0,0,0,0.055024,0,0,0.055024,0.055024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055024,0,0,0,0,0,0,negativ
0.424102,0.09787,0.09787,0.424102,0.228363,0.130493,0,1.01132,0,0.456725,0.391479,1.794278,0,0.358856,0.032623,0,0.032623,0,0.09787,0,0.065246,0.228363,0.065246,0,0,0,0,0.09787,0.09787,0.065246,0,0,0.163116,0,0.09787,0.032623,0.065246,0.065246,0,0,0.032623,0.065246,0.685088,0.260986,0.228363,0.587218,0.260986,0.293609,0.09787,0.032623,0.09787,0.032623,0.065246,0.09787,0,0.032623,0,0.065246,0,0,0,0,0.293609,0.260986,0,0,0,0.358856,0,0.032623,0,0,0.032623,0,0,0,0,0,0,0,0,0,0,0,0,0.032623,0,0,0,0.065246,0.228363,0,0,0,0,0,0,0,0,0,0,0,0,0.065246,0,0,0,0,0,0,0,0,0,0.032623,0,0.032623,0.032623,0,0,0,0,0,0.032623,0,0.032623,0.032623,0.130493,0.065246,0.032623,0,0.065246,0,0.032623,0.065246,0,0,0.065246,0,0,0,0,0.032623,0.032623,0,0,0,0,0,0,0,0,0,0.032623,0,0,0,0.195739,0,0,0,0,0,0,0.032623,0.09787,0.032623,0,0.032623,0,0,0.195739,0.358856,0.228363,0.09787,0.228363,0.228363,0.09787,0.163116,0.065246,0.032623,0.09787,0,0.032623,0.065246,0.032623,0.032623,0.09787,0,0,0.09787,0,0.130493,0.032623,0.032623,0,0,0,0,0,0.065246,0,0,0,0,0,0,0.032623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293609,0,0.032623,0.260986,0,0,0,0,0.065246,negativ
